Report ID;ComponentName;Model;Serial Number;Component Code;Failure;Additional Failure Description;Parent Case;Failure SMR;Active Stage;Failure2;Failure3;Failure32;Delivery;Failed Part Number;Failed Part Name;Component Name;Phenomenon Name;Plant;Current Queue;Status Reason;Created;Distributor;Subsidiary;Issue2;Additional Notes(Request);Distributor Contact;Filial DB code;Filial DB Name;LT DB;FY;YEAR
KBISC202212525;PC130LC-10M0, ACCESSORY & PARTS, MANGUEIRAS, ENTER/LEAKS, MANGUEIRAS DO SISTEMA HIDR. FROUXAS  ;PC130LC-10M0;B20156;6A0 - Hydraulic piping;Hose leak;MANGUEIRAS DO SISTEMA HIDR. FROUXAS;;13;Sub.Received;23/11/2022;25/11/2022;13/09/2022;17/11/2022;DIVERSAS;MANGUEIRAS;ACCESSORY & PARTS;ENTER/LEAKS;KDB (Plant) (51);KBI - Construction Service;In Process;26/12/2022;MANTOMAC-CHA (213SCA);KBI (9447);26/12/2022;"Episódio este acabou gerando um desgaste no relacionamento do cliente com o Distribuidor, pois o equipamento trabalhou apenas 13 hrs ou menos, levando em conta a data da entrega técnica em diante.
Necessário haver por parte do fabricante um cuidado maior neste quesito. Uma falha como esta é simples, mas gera um transtorno pois o equipamento é novo, e nenhum cliente espera algo deste tipo aconteça, ainda mais se tratando de aperto de mangueiras.";Jonatas Kammer;213SCB;MANTOMAC-CHA (213SCA);33;FY2022;2022
KBISC202301500;PC130LC-10M0, ACCESSORY & PARTS, SUPORTE, WRONG/MISSING PART, SUPORTE DE CIMA RADIADOR - FALTA  ;PC130LC-10M0;B20056;301 - Track frame;Missing part;SUPORTE DE CIMA RADIADOR - FALTA;;231;Plant.QA Approved;08/08/2022;07/12/2022;02/05/2022;01/06/2022;204-03-72711;SUPORTE;ACCESSORY & PARTS;WRONG/MISSING PART;KDB (Plant) (51);KDB - Quality Assurance;In Process;05/01/2023;MANTOMAC-CHA (213SCA);KBI (9447);05/01/2023;;Jonatas Kammer;213SCB;MANTOMAC-CHA (213SCA);150;FY2022;2023
KBISC202301503;PC130LC-10M0, FUEL TANK GROUP, FILTRO SEPARADOR, INTERFERENCE, SUJEIRA NO SISTEMA DE COMBUSTIVEL  ;PC130LC-10M0;B20163;;;SUJEIRA NO SISTEMA DE COMBUSTIVEL;;3;Plant.QA Approved;09/12/2022;09/12/2022;26/09/2022;;600-311-9921;FILTRO SEPARADOR;FUEL TANK GROUP;INTERFERENCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;10/01/2023;MANTOMAC-CHA (213SCA);KBI (9447);10/01/2023;;Jonatas Kammer;213SCB;MANTOMAC-CHA (213SCA);32;FY2022;2023
KBIPR202301506;PC130LC-10M0, OTHERS, lataria pintura, MALFUNCTION, AVARIAS NA LATARIA E PINTURA  ;PC130LC-10M0;B20188;000 - Machine;Painting;AVARIAS NA LATARIA E PINTURA;;13;Plant.QA Approved;04/01/2023;;25/10/2022;;xxxxxxx;lataria pintura;OTHERS;MALFUNCTION;KDB (Plant) (51);KDB - Quality Assurance;In Process;11/01/2023;VIANMAQ (213PRB);KBI (9447);11/01/2023;O Cliente encontra-se insatisfeito, por ser um equipamento novo,  primeira compra, com possibilidades de nova aquisição. E essas falhas de qualidade, fica fora do alcance da distribuidora. Visto que trata-se de falhas que deveriam ser validadas na fabrica antes de sair, para que não ocorra com frequencia gerando assim insatisfação do cliente.;Neia Sene;213PRB;Vianmaq ;7;FY2022;2023
KBISC202301506;PC130LC-10M0, AIR CONDITIONER, Sistema ar condicionado., MALFUNCTION, EXCESSO GAS REFRIGERANTE NO SISTEMA  ;PC130LC-10M0;B20178;450 - A/C;Condensor support crack;EXCESSO GAS REFRIGERANTE NO SISTEMA;;17;Plant.QA Approved;14/12/2022;15/12/2022;14/10/2022;;Sistema ar condicionado;Sistema ar condicionado.;AIR CONDITIONER;MALFUNCTION;KDB (Plant) (51);KDB - Quality Assurance;In Process;17/01/2023;MANTOMAC-CHA (213SCA);KBI (9447);17/01/2023;;Jonatas Kammer;213SCB;MANTOMAC-CHA (213SCA);34;FY2022;2023
KBISP202301504;PC130LC-10M0, ENGINE ASSY, Muffler, MALFUNCTION,   ;PC130LC-10M0;B20024;A1T - Muffler;Abnormal noise on muffler (before countermeasure);Muffler;;1606;Closed;27/01/2023;27/01/2023;23/03/2022;11/04/2022;6271-11-5230;Muffler;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;27/01/2023;BAUKO (213SPA);KBI (9447);27/01/2023;Cliente com todas as revisões feitas em conssecionaria;Caio Rodrigues;213ESD;Bauko;0;FY2022;2023
KBISC202301514;PC130LC-10M0, HYDRAULIC CYLINDER, ANEL O-RING, ENTER/LEAKS, VAZAMENTO OLEO EM MANGUEIRA DO CILINDRO  ;PC130LC-10M0;B20156;6A0 - Hydraulic piping;Hose leak;VAZAMENTO OLEO EM MANGUEIRA DO CILINDRO;;116;Closed;05/01/2023;06/01/2023;13/09/2022;17/11/2022;02896-11015;ANEL O-RING;HYDRAULIC CYLINDER;ENTER/LEAKS;KDB (Plant) (51);;Completed;30/01/2023;MANTOMAC-CHA (213SCA);KBI (9447);02/02/2023;Segundo atendimento neste equipamento para sanar uma falha de vazamento.;Jonatas Kammer;213SCB;MANTOMAC-CHA (213SCA);28;FY2022;2023
KBISC202302502;PC130LC-10M0, AIR CONDITIONER, BRACKET, BROKEN, QUEBRA DO SUPORTE DO CONDENSADOR  ;PC130LC-10M0;B20154;450 - A/C;Condensor support crack;QUEBRA DO SUPORTE DO CONDENSADOR;PC130LC-10M0, AIR CONDITIONER, BRACKET, BROKEN,   ;219;Plant.QA Approved;31/01/2023;;12/09/2022;03/10/2022;204-03-72111;BRACKET;AIR CONDITIONER;BROKEN;KDB (Plant) (51);KDB - Quality Assurance;In Process;03/02/2023;MANTOMAC-CHA (213SCA);KBI (9447);03/02/2023;EQUIPAMENTO COM PMP.;Luciana Lumbieri;213RSB;MANTOMAC-CHA (213SCA);3;FY2022;2023
KBIMB202302500;PC130LC-10M0, ACCESSORY & PARTS, FRAME, DEFECTIVE APPEARANCE, Falha na Pintura  ;PC130LC-10M0;B20200;000 - Machine;Painting;Falha na Pintura;;3,9;Plant.QA Approved;11/01/2023;;31/10/2022;;204-910-B110;FRAME;ACCESSORY & PARTS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;06/02/2023;Mason (213I);KBI (9447);06/02/2023;Falha possivelmente na  confecção da peça e montagem do equipamento na fábrica.;Higor Alves;213MGC;Mason;26;FY2022;2023
KBISP202302506;PC130LC-10M0, ENGINE ASSY, Muffler, MALFUNCTION,   ;PC130LC-10M0;B20060;A1T - Muffler;Abnormal noise on muffler (before countermeasure);Muffler;;10556;Plant.QA Approved;09/02/2023;;20/05/2022;01/08/2022;6271-11-5230;Muffler;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);KDB - Quality Assurance;In Process;10/02/2023;BAUKO (213SPA);KBI (9447);10/02/2023;Cliente com todas as revisões feitas em conssecionaria.;Caio Rodrigues;213ESD;Bauko;1;FY2022;2023
KBISP202302511;PC130LC-10M0, ELECTRONIC CONTROLLER, INTERRUPTOR, DEFECTIVE ADJUSTMENT, FALHA NO ACIONADOR DA BUZINA  ;PC130LC-10M0;B20112;D00 - Electric system;Nozzler malfunction;FALHA NO ACIONADOR DA BUZINA;;516;Closed;13/02/2023;;19/07/2022;;22U-43-21211;INTERRUPTOR;ELECTRONIC CONTROLLER;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;16/02/2023;BAUKO (213SPA);KBI (9447);16/02/2023;;Calvin Lee;213SPB;Bauko;3;FY2022;2023
KBIPR202303501;PC130LC-10M0, ACCESSORY & PARTS, ANEL, DEFECTIVE ADJUSTMENT, VAZAMENTO MANGUEIRA  ;PC130LC-10M0;B20047;6A0 - Hydraulic piping;Hose leak;VAZAMENTO MANGUEIRA;;882;Closed;01/03/2023;23/02/2023;18/04/2022;02/08/2022;02896-61015;ANEL;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;01/03/2023;VIANMAQ (213PRB);KBI (9447);01/03/2023;Foi feito o teste STALL do equipamento que mostrou a falha, e inspeção visual. O cliente possui 03 (tres) equipamentos da Komatsu.;Neia Sene;213PRB;Vianmaq ;0;FY2022;2023
KBISC202303501;PC130LC-10M0, KOMTRAX ASSY, ANTENA, MALFUNCTION, EQUIPAMENTO NAO COMUNICOU COM O KOMTRAX.  ;PC130LC-10M0;B20114;KOMTRAX;;EQUIPAMENTO NAO COMUNICOU COM O KOMTRAX.;;45;Closed;16/12/2022;24/02/2023;26/07/2022;21/11/2022;8A13-10-6100;ANTENA;KOMTRAX ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;06/03/2023;MANTOMAC-CHA (213SCA);KBI (9447);06/03/2023;"EQUIPAMENTO NOVO.
MANUTENÇOES EM DIA E EFETUADAS PELO DB.";Luciana Lumbieri;213RSB;MANTOMAC-CHA (213SCA);80;FY2022;2023
KBISP202303501;PC130LC-10M0, ELECTRONIC CONTROLLER, Controller, MALFUNCTION,   ;PC130LC-10M0;B20060;D00 - Electric system;Nozzler malfunction;Controller;;1148;Plant.QA Approved;27/02/2023;27/02/2023;20/05/2022;01/08/2022;7835-51-4001;Controller;ELECTRONIC CONTROLLER;MALFUNCTION;KDB (Plant) (51);KDB - Quality Assurance;In Process;06/03/2023;BAUKO (213SPA);KBI (9447);06/03/2023;;Gabriel Augusto;213ESD;Bauko;7;FY2022;2023
KBISC202303503;PC130LC-10M0, ACCESSORY & PARTS, 00000, DEFECTIVE ADJUSTMENT, INSPECAO DE RECEBIMENTO  ;PC130LC-10M0;B20204;;;INSPECAO DE RECEBIMENTO;;5;Sub.Submitted;27/02/2023;;11/11/2022;;000000;00000;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);<Guilherme Augusto Macedo>;In Process;07/03/2023;MANTOMAC-CHA (213SCA);KBI (9447);07/03/2023;;Luciana Lumbieri;213RSB;MANTOMAC-CHA (213SCA);8;FY2022;2023
KBISC202303511;PC130LC-10M0, AIR CONDITIONER, BRACKET, BROKEN, QUEBRA DO SUPORTE DO CONDENSADOR  ;PC130LC-10M0;B20163;450 - A/C;Condensor support crack;QUEBRA DO SUPORTE DO CONDENSADOR;;326;Closed;20/03/2023;;26/09/2022;20/12/2022;204-03-72111;BRACKET;AIR CONDITIONER;BROKEN;KDB (Plant) (51);;Completed;23/03/2023;MANTOMAC-CHA (213SCA);KBI (9447);23/03/2023;EQUIPAMENTO NOVO COM PMP.;Luciana Lumbieri;213RSB;MANTOMAC-CHA (213SCA);3;FY2022;2023
KBISC202303512;PC130LC-10M0, HYDRAULIC CYLINDER, PARAFUSO, BROKEN, QUEBRA DO PARAFUSO DA TRAVA DO CILINDRO  ;PC130LC-10M0;B20135;;;QUEBRA DO PARAFUSO DA TRAVA DO CILINDRO;;655;Closed;17/03/2023;20/03/2023;15/08/2022;16/12/2022;01010-81435;PARAFUSO;HYDRAULIC CYLINDER;BROKEN;KDB (Plant) (51);;Completed;23/03/2023;MANTOMAC-CHA (213SCA);KBI (9447);23/03/2023;EQUIPAMENTO NOVO COM APENAS 655 HS.;Luciana Lumbieri;213RSB;MANTOMAC-CHA (213SCA);6;FY2022;2023
KBISC202303515;PC130LC-10M0, FINAL DRIVE, ENGRENAGENS, BROKEN, QUEBRA ENGRENAGENS REDUTOR DESLOCAMENTO  ;PC130LC-10M0;B20013;;;QUEBRA ENGRENAGENS REDUTOR DESLOCAMENTO;;2179;Plant.QA Approved;29/03/2023;;21/03/2022;12/04/2022;000000;ENGRENAGENS;FINAL DRIVE;BROKEN;KDB (Plant) (51);KDB - Quality Assurance;In Process;29/03/2023;MANTOMAC-CHA (213SCA);KBI (9447);29/03/2023;EQUIPAMENTO COM TODAS AS MANUTENÇOES EM DIA EFETUADAS PELO DB.;Luciana Lumbieri;213RSB;MANTOMAC-CHA (213SCA);0;FY2022;2023
KBISP202304506;PC130LC-10M0, ELECTRONIC CONTROLLER, controller, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20222;D00 - Electric system;Nozzler malfunction;controller;;4;Closed;28/03/2023;;29/11/2022;;7835-51-4001;controller;ELECTRONIC CONTROLLER;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;09/04/2023;BAUKO (213SPA);KBI (9447);09/04/2023;;Gabriel Augusto;213ESD;Bauko;12;FY2023;2023
KBISP202304507;PC130LC-10M0, ACCESSORY & PARTS, CALÇO DA LANÇA, DEFECTIVE ADJUSTMENT, FOLGA NO CILINDRO DA LANÇA  ;PC130LC-10M0;B20116;716 - Bucket;Bucket clearance;FOLGA NO CILINDRO DA LANÇA;;850;Closed;31/03/2023;;20/07/2022;24/08/2022;21Y-70-14830;CALÇO DA LANÇA;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;10/04/2023;BAUKO (213SPA);KBI (9447);10/04/2023;;Calvin Lee;213SPB;Bauko;10;FY2023;2023
KBISP202302504;PC130LC-10M0, ENGINE ASSY, Muffler, MALFUNCTION,   ;PC130LC-10M0;B20032;A1T - Muffler;Abnormal noise on muffler (before countermeasure);Muffler;;1063;Closed;08/02/2023;09/02/2023;30/03/2022;08/08/2022;6271-11-5230;Muffler;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;09/02/2023;BAUKO (213SPA);KBI (9447);11/04/2023;Cliente com todas as revisões feitas em conssecionaria;Caio Rodrigues;213ESD;Bauko;62;FY2023;2023
KBIPE202304502;PC130LC-10M0, AIR CONDITIONER, FECHADURA DO SUPORTE DO CONDENSADOR, BROKEN,   ;PC130LC-10M0;B20102;;;FECHADURA DO SUPORTE DO CONDENSADOR;;1640;Closed;24/03/2023;;28/06/2022;06/07/2022;2A3-03-12850;FECHADURA DO SUPORTE DO CONDENSADOR;AIR CONDITIONER;BROKEN;KDB (Plant) (51);;Completed;12/04/2023;F.W.MAQUINAS (213PEA);KBI (9447);12/04/2023;;Adaias Santos;213BAB;FW;19;FY2023;2023
KBISP202304511;PC130LC-10M0, BATTERY, BATTERY, DEFECTIVE ADJUSTMENT, LIMPEZA DOS POLOS ELÉTRICOS  ;PC130LC-10M0;B20054;D00 - Electric system;Wiring harness;LIMPEZA DOS POLOS ELÉTRICOS;;342;Closed;18/04/2023;18/04/2023;28/04/2022;;21K-06-B7160;BATTERY;BATTERY;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;18/04/2023;BAUKO (213SPA);KBI (9447);19/04/2023;;Calvin Lee;213SPB;Bauko;1;FY2023;2023
KBIMN202304500;PC130LC-10M0, OTHERS, CONTROLLER, PUMP, MALFUNCTION,   ;PC130LC-10M0;B20064;DA0 - Electronic controller;Pump controller;;;14019;Closed;06/12/2022;;20/05/2022;07/07/2022;7835-51-4001;CONTROLLER, PUMP;OTHERS;MALFUNCTION;KDB (Plant) (51);;Completed;24/04/2023;MASON NORTH (213PAE);KBI (9447);24/04/2023;;Ewelllin Borges;213PAE;Mason;139;FY2023;2023
KBIMN202304502;PC130LC-10M0, OTHERS, CONTROLLER, PUMP, MALFUNCTION, controlaroda da BOMBA  ;PC130LC-10M0;B20096;DA0 - Electronic controller;Pump controller;controlaroda da BOMBA;;452;Closed;10/10/2022;;22/06/2022;12/07/2022;7835-51-4001;CONTROLLER, PUMP;OTHERS;MALFUNCTION;KDB (Plant) (51);;Completed;24/04/2023;MASON NORTH (213PAE);KBI (9447);24/04/2023;;Ewelllin Borges;213PAE;Mason;196;FY2023;2023
KBISP202304521;PC130LC-10M0, BUCKET(H/E BACKHOE), BUCKET, BROKEN,   ;PC130LC-10M0;B20023;716 - Bucket;Bucket crack;;;2106;Closed;28/04/2023;;23/03/2022;13/04/2022;203-79-B2010;BUCKET;BUCKET(H/E BACKHOE);BROKEN;KDB (Plant) (51);;Completed;28/04/2023;BAUKO (213SPA);KBI (9447);28/04/2023;;Caio Rodrigues;213ESD;Bauko;0;FY2023;2023
KBISC202305500;PC130LC-10M0, FUEL TANK GROUP, ORING, ENTER/LEAKS, VAZAMENTO DE DIESEL PELO SEPARADOR  ;PC130LC-10M0;B20114;A00 - Engine;Diesel leak;VAZAMENTO DE DIESEL PELO SEPARADOR;;478;Closed;18/04/2023;18/04/2023;26/07/2022;21/11/2022;600-311-9490;ORING;FUEL TANK GROUP;ENTER/LEAKS;KDB (Plant) (51);;Completed;02/05/2023;MANTOMAC-CHA (213SCA);KBI (9447);02/05/2023;EQUIPAMENTO COM AS MANUTENÇOES EM DIA EFETUADAS PELO DB.;Luciana Lumbieri;213RSB;MANTOMAC-CHA (213SCA);14;FY2023;2023
KBISP202305501;PC130LC-10M0, OTHERS, CONJUNTO ESTEIRA, DEFECTIVE APPEARANCE,   ;PC130LC-10M0;B20092;301 - Track frame;Track abnormal noise;;;614;Plant.QA Approved;25/04/2023;;22/06/2022;13/09/2022;203-32-02482;CONJUNTO ESTEIRA;OTHERS;DEFECTIVE APPEARANCE;KDB (Plant) (51);KDB - Quality Assurance;Pending Request;02/05/2023;BAUKO (213SPA);KBI (9447);02/05/2023;;Luis Siqueira;213SPA;Bauko;7;FY2023;2023
KBISP202305510;PC130LC-10M0, ACCESSORY & PARTS, ESPAÇADOR, DEFECTIVE APPEARANCE,   ;PC130LC-10M0;B20225;716 - Bucket;Bucket clearance;;;5;Closed;08/05/2023;;05/12/2022;;21Y-70-14170;ESPAÇADOR;ACCESSORY & PARTS;DEFECTIVE APPEARANCE;KDB (Plant) (51);;Completed;26/05/2023;BAUKO (213SPA);KBI (9447);26/05/2023;;Luis Siqueira;213SPA;Bauko;18;FY2023;2023
KBIMB202305502;PC130LC-10M0, HYDRAULIC TANK, CONJUNTO DE VALVULE, INTERFERENCE, CODIGO DE FALHA DKR2NX  ;PC130LC-10M0;B20046;602 - Hydraulic filter;;CODIGO DE FALHA DKR2NX;;2343;Closed;25/01/2023;;20/04/2022;29/04/2022;729-17-21000;CONJUNTO DE VALVULE;HYDRAULIC TANK;INTERFERENCE;KDB (Plant) (51);;Completed;15/05/2023;Mason (213I);KBI (9447);30/05/2023;;Marcos Amaral;213I;Mason;125;FY2023;2023
KBIMB202306500;PC130LC-10M0, ARM, O-RING, MALFUNCTION, VAZAMENTO HIDRAULICO  ;PC130LC-10M0;B20085;D00 - Electric system;Sensor;VAZAMENTO HIDRAULICO;;2070;Closed;26/05/2023;26/05/2023;13/06/2022;21/07/2022;02896-11018;O-RING;ARM;MALFUNCTION;KDB (Plant) (51);;Completed;01/06/2023;Mason (213I);KBI (9447);01/06/2023;Equipamento testado e liberado para operação;Marcos Amaral;213I;Mason;6;FY2023;2023
KBIPR202306501;PC130LC-10M0, ACCESSORY & PARTS, VIDRO, DEFECTIVE ADJUSTMENT, VIDRO LATERAL DA CABINE DESCOLANDO  ;PC130LC-10M0;B20152;551 - Operator's Cab;Glass;VIDRO LATERAL DA CABINE DESCOLANDO;;97;Closed;25/05/2023;;31/08/2022;12/12/2022;20Y-53-11841;VIDRO;ACCESSORY & PARTS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;01/06/2023;VIANMAQ (213PRB);KBI (9447);01/06/2023;O RECOMENDAÇÃO QUE PASSAMOS PARA O CLIENTE, QUE IRIAMOS PROVIDECIAR A SOLUÇÃO DO PROBLEMA O MAIS BREVE POSSIVEL, ANTES QUE O VIDRO VENHA A SE SOLTAR POR INTEIRO. O CLIENTE DEMOSTROU BASTANTE INSATISFEITO DEVIDO O EQUIPAMENTO TER POUCAS HORAS DE USO, E JA APRESENTAR O PROBLEMA. ALEGA ESTAR COM SERVIÇOS A SEREM EXECUTADOS, E NÃO PODE  POR INSEGURANÇA DO VIDRO SE SOLTAR DE VEZ. O CLIENTE ADQUIRIU A PRIMEIRA MAQUINA E COM PERPECTIVAS E ADQUIRIR OUTRA. POSSUI CONTRATO DE MMK 1000 HRS. JA SOLICITAMOS UMA EMPRESA ESPECIALIZADA EM VIDROS, PARA REALIZAR A REMOÇÃO DO  VIDRO  E  REALIZAR NOVA ADIÇÃO DE COLA PARA FIXAR O VIDRO LATERAL, PARA ELIMINAR ENTRADA  DE POEIRA E AGUA EVITANDO ASSIM UM PROBLEMA MAIOR.;Neia Sene;213PRB;Vianmaq ;7;FY2023;2023
KBISP202306506;PC130LC-10M0, AIR CONDITIONER, SUPORTE, BROKEN, QUEBRA DO SUPORTE DO CONDENSADOR  ;PC130LC-10M0;B20158;450 - A/C;Condensor support crack;QUEBRA DO SUPORTE DO CONDENSADOR;;383;Closed;14/06/2023;;15/09/2022;13/04/2023;204-03-72111;SUPORTE;AIR CONDITIONER;BROKEN;KDB (Plant) (51);;Completed;15/06/2023;BAUKO (213SPA);KBI (9447);15/06/2023;;Calvin Lee;213SPB;Bauko;1;FY2023;2023
KBIPE202306501;PC130LC-10M0, REVOLVING FRAME,COUNTER WEIGHT, CHASSI DA MAQUINA, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20251;000 - Machine;Painting;;;3,3;Plant.QA Approved;16/06/2023;;28/02/2023;;204-46-B1110;CHASSI DA MAQUINA;REVOLVING FRAME,COUNTER WEIGHT;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);KDB - Quality Assurance;In Process;16/06/2023;F.W.MAQUINAS (213PEA);KBI (9447);16/06/2023;;Adaias Santos;213BAB;FW;0;FY2023;2023
KBIPE202306502;PC130LC-10M0, REVOLVING FRAME,COUNTER WEIGHT, CHASSI DA MAQUINA, DEFECTIVE ADJUSTMENT,   ;PC130LC-10M0;B20231;000 - Machine;Painting;;;6,1;Closed;16/06/2023;;31/01/2023;;204-46-B1110;CHASSI DA MAQUINA;REVOLVING FRAME,COUNTER WEIGHT;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;16/06/2023;F.W.MAQUINAS (213PEA);KBI (9447);16/06/2023;;Adaias Santos;213BAB;FW;0;FY2023;2023
KBIPE202306504;PC130LC-10M0, WIRING HARNESS, Chicote Elétrico, INTERFERENCE,   ;PC130LC-10M0;B20236;D00 - Electric system;Wiring harness;;;20;Plant.QA Approved;04/06/2023;;03/02/2023;25/05/2023;204-06-72230;Chicote Elétrico;WIRING HARNESS;INTERFERENCE;KDB (Plant) (51);KDB - Quality Assurance;In Process;20/06/2023;F.W.MAQUINAS (213PEA);KBI (9447);20/06/2023;;Adaias Santos;213BAB;FW;16;FY2023;2023
KBIMB202306528;PC130LC-10M0, FUEL TANK, Fuel prefilter, WRONG/MISSING PART, Filtro divergente ao catálogo  ;PC130LC-10M0;B20048;602 - Hydraulic filter;Different filter;Filtro divergente ao catálogo;PC130LC-10M0, FUEL TANK, Fuel prefilter, WRONG/MISSING PART,   ;734;Plant.QA Approved;05/06/2023;06/06/2023;25/04/2022;13/05/2022;6271-71-7400;Fuel prefilter;FUEL TANK;WRONG/MISSING PART;KDB (Plant) (51);KDB - Quality Assurance;In Process;27/06/2023;Mason (213I);KBI (9447);27/06/2023;"Reclamação enviada pela Mason UDI: 
""A PC130LC-10M0 utiliza o pré-filtro 600-319-4110, parte do conjunto 600-319-4100, parte do conjunto do filtro 6271-71-7400 (motor D95E).
A Mason Uberlândia/MG informa que o equipamento PC130LC-10M0 B20049, por algum motivo não monta o filtro correto, apenas dando montagem o filtro 600-319-3610.
Esse filtro 600-319-3610 é parte do conjunto do filtro 6754-71-7403 utilizado no D61EX-23M0 (motor D107E).
Ou seja, toda vez que o cliente pede o filtro correto conforme o catálogo (600-319-4110), não dá montagem, e o DB precisa atender com o 600-319-3610 para não parar a máquina.""";Aiany Amorim;213I;Mason;22;FY2023;2023
KBISP202307501;PC130LC-10M0, ENGINE ASSY, MUFLER, MALFUNCTION, MIOLO DO ESCAPAMENTO COM FOLGA INTERNA  ;PC130LC-10M0;B20222;A1T - Muffler;Abnormal noise on muffler (before countermeasure);MIOLO DO ESCAPAMENTO COM FOLGA INTERNA;;284;Closed;03/07/2023;03/07/2023;29/11/2022;16/05/2023;6271-11-5230;MUFLER;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;03/07/2023;BAUKO (213SPA);KBI (9447);04/07/2023;;Caio Rodrigues;213ESD;Bauko;1;FY2023;2023
KBISP202307502;PC130LC-10M0, ENGINE ASSY, MUFFLER, MALFUNCTION, MIOLO DO ESCAPAMENTO COM FOLGA INTERNA  ;PC130LC-10M0;B20142;A1T - Muffler;Abnormal noise on muffler (before countermeasure);MIOLO DO ESCAPAMENTO COM FOLGA INTERNA;;1711;Closed;20/06/2023;20/06/2023;23/08/2022;05/10/2022;6271-11-5230;MUFFLER;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);;Completed;04/07/2023;BAUKO (213SPA);KBI (9447);04/07/2023;Cliente com todas as revisões feitas em conssecionaria,;Caio Rodrigues;213ESD;Bauko;14;FY2023;2023
KBIMB202307509;PC130LC-10M0, OTHERS, CABEÇOTE DO FILTRO, DEFECTIVE ADJUSTMENT, CABEÇOTE FILTRO INCORRETO  ;PC130LC-10M0;B20049;602 - Hydraulic filter;Filter cover;CABEÇOTE FILTRO INCORRETO;PC130LC-10M0, FUEL TANK, Fuel prefilter, WRONG/MISSING PART,   ;262;Closed;23/08/2022;;22/04/2022;12/07/2022;6754-71-7201;CABEÇOTE DO FILTRO;OTHERS;DEFECTIVE ADJUSTMENT;KDB (Plant) (51);;Completed;06/07/2023;Mason (213I);KBI (9447);06/07/2023;;Higor Alves;213MGC;Mason;317;FY2023;2023
KBISP202307505;PC130LC-10M0, BUCKET(H/E BACKHOE), BUCKET, BROKEN, TRINCAS NA CAÇAMBA - SOLDA  ;PC130LC-10M0;B20032;716 - Bucket;Bucket crack;TRINCAS NA CAÇAMBA - SOLDA;;1717;Plant.QA Approved;06/07/2023;;30/03/2022;08/08/2022;203-79-B2010;BUCKET;BUCKET(H/E BACKHOE);BROKEN;KDB (Plant) (51);KDB - Quality Assurance;In Process;06/07/2023;BAUKO (213SPA);KBI (9447);06/07/2023;A PEÇA VEIO A FRATURAR POR REDUÇÃO NA ÁREA DE ESFORÇO, PROVENIENTE DA PROPAGAÇÃO DA TRINCA;Caio Rodrigues;213ESD;Bauko;0;FY2023;2023
KBISP202307506;PC130LC-10M0, WIRING HARNESS, CHICOTE, BROKEN, FALHA NO CHICOTE DO MOTOR  ;PC130LC-10M0;B20116;D00 - Electric system;Engine wiring;FALHA NO CHICOTE DO MOTOR;;1341;Closed;05/07/2023;;20/07/2022;24/08/2022;6271-81-8240;CHICOTE;WIRING HARNESS;BROKEN;KDB (Plant) (51);;Completed;06/07/2023;BAUKO (213SPA);KBI (9447);06/07/2023;;Calvin Lee;213SPB;Bauko;1;FY2023;2023
KBISP202307521;PC130LC-10M0, ENGINE ASSY, Silencioso, MALFUNCTION, Barulho anormal vindo do silencioso  ;PC130LC-10M0;B20180;A1T - Muffler;Abnormal noise on muffler (before countermeasure);Barulho anormal vindo do silencioso;;226,5;Sub.Submitted;13/07/2023;;14/10/2022;;6271-11-5230;Silencioso;ENGINE ASSY;MALFUNCTION;KDB (Plant) (51);Pending Requests;Pending Request;24/07/2023;BAUKO (213SPA);KBI (9447);24/07/2023;;Gabriel Bonifacio;213SPB;Bauko;11;FY2023;2023
